index,Scope,Level 1,Activity,Type,Last level,UOM,GHG/Unit,GHG Conversion Factor
32131,Scope 3,Managed assets- vehicles,Managed vans,Class II (1.305 to 1.74 tonnes),LPG,km,kg CO2e of N2O per unit,
32132,Scope 3,Managed assets- vehicles,Managed vans,Class III (1.74 to 3.5 tonnes),LPG,km,kg CO2e of N2O per unit,
32133,Scope 3,Managed assets- vehicles,Managed vans,Average (up to 3.5 tonnes),LPG,km,kg CO2e of N2O per unit,0.0005
32130,Scope 3,Managed assets- vehicles,Managed vans,Class I (up to 1.305 tonnes),Unknown,km,kg CO2e,
32131,Scope 3,Managed assets- vehicles,Managed vans,Class II (1.305 to 1.74 tonnes),Unknown,km,kg CO2e,
32132,Scope 3,Managed assets- vehicles,Managed vans,Class III (1.74 to 3.5 tonnes),Unknown,km,kg CO2e,
32133,Scope 3,Managed assets- vehicles,Managed vans,Average (up to 3.5 tonnes),Unknown,km,kg CO2e,0.2543
32130,Scope 3,Managed assets- vehicles,Managed vans,Class I (up to 1.305 tonnes),Unknown,km,kg CO2e of CO2 per unit,
32131,Scope 3,Managed assets- vehicles,Managed vans,Class II (1.305 to 1.74 tonnes),Unknown,km,kg CO2e of CO2 per unit,
32132,Scope 3,Managed assets- vehicles,Managed vans,Class III (1.74 to 3.5 tonnes),Unknown,km,kg CO2e of CO2 per unit,
32133,Scope 3,Managed assets- vehicles,Managed vans,Average (up to 3.5 tonnes),Unknown,km,kg CO2e of CO2 per unit,0.25267
32130,Scope 3,Managed assets- vehicles,Managed vans,Class I (up to 1.305 tonnes),Unknown,km,kg CO2e of CH4 per unit,
32131,Scope 3,Managed assets- vehicles,Managed vans,Class II (1.305 to 1.74 tonnes),Unknown,km,kg CO2e of CH4 per unit,
32132,Scope 3,Managed assets- vehicles,Managed vans,Class III (1.74 to 3.5 tonnes),Unknown,km,kg CO2e of CH4 per unit,
32133,Scope 3,Managed assets- vehicles,Managed vans,Average (up to 3.5 tonnes),Unknown,km,kg CO2e of CH4 per unit,1e-05
32130,Scope 3,Managed assets- vehicles,Managed vans,Class I (up to 1.305 tonnes),Unknown,km,kg CO2e of N2O per unit,
32131,Scope 3,Managed assets- vehicles,Managed vans,Class II (1.305 to 1.74 tonnes),Unknown,km,kg CO2e of N2O per unit,
32132,Scope 3,Managed assets- vehicles,Managed vans,Class III (1.74 to 3.5 tonnes),Unknown,km,kg CO2e of N2O per unit,
32133,Scope 3,Managed assets- vehicles,Managed vans,Average (up to 3.5 tonnes),Unknown,km,kg CO2e of N2O per unit,0.00162
32130,Scope 3,Managed assets- vehicles,Managed vans,Class I (up to 1.305 tonnes),Plug-in Hybrid Electric Vehicle,km,kg CO2e,
32131,Scope 3,Managed assets- vehicles,Managed vans,Class II (1.305 to 1.74 tonnes),Plug-in Hybrid Electric Vehicle,km,kg CO2e,
32132,Scope 3,Managed assets- vehicles,Managed vans,Class III (1.74 to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,km,kg CO2e,0.14592
32133,Scope 3,Managed assets- vehicles,Managed vans,Average (up to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,km,kg CO2e,0.14592
32130,Scope 3,Managed assets- vehicles,Managed vans,Class I (up to 1.305 tonnes),Plug-in Hybrid Electric Vehicle,km,kg CO2e of CO2 per unit,
32131,Scope 3,Managed assets- vehicles,Managed vans,Class II (1.305 to 1.74 tonnes),Plug-in Hybrid Electric Vehicle,km,kg CO2e of CO2 per unit,
32132,Scope 3,Managed assets- vehicles,Managed vans,Class III (1.74 to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,km,kg CO2e of CO2 per unit,0.14395
32133,Scope 3,Managed assets- vehicles,Managed vans,Average (up to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,km,kg CO2e of CO2 per unit,0.14395
32130,Scope 3,Managed assets- vehicles,Managed vans,Class I (up to 1.305 tonnes),Plug-in Hybrid Electric Vehicle,km,kg CO2e of CH4 per unit,
32131,Scope 3,Managed assets- vehicles,Managed vans,Class II (1.305 to 1.74 tonnes),Plug-in Hybrid Electric Vehicle,km,kg CO2e of CH4 per unit,
32132,Scope 3,Managed assets- vehicles,Managed vans,Class III (1.74 to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,km,kg CO2e of CH4 per unit,9e-05
32133,Scope 3,Managed assets- vehicles,Managed vans,Average (up to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,km,kg CO2e of CH4 per unit,9e-05
32130,Scope 3,Managed assets- vehicles,Managed vans,Class I (up to 1.305 tonnes),Plug-in Hybrid Electric Vehicle,km,kg CO2e of N2O per unit,
32131,Scope 3,Managed assets- vehicles,Managed vans,Class II (1.305 to 1.74 tonnes),Plug-in Hybrid Electric Vehicle,km,kg CO2e of N2O per unit,
32132,Scope 3,Managed assets- vehicles,Managed vans,Class III (1.74 to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,km,kg CO2e of N2O per unit,0.00189
32133,Scope 3,Managed assets- vehicles,Managed vans,Average (up to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,km,kg CO2e of N2O per unit,0.00189
32130,Scope 3,Managed assets- vehicles,Managed vans,Class I (up to 1.305 tonnes),Battery Electric Vehicle,km,kg CO2e,0.03798
32131,Scope 3,Managed assets- vehicles,Managed vans,Class II (1.305 to 1.74 tonnes),Battery Electric Vehicle,km,kg CO2e,0.05777
32132,Scope 3,Managed assets- vehicles,Managed vans,Class III (1.74 to 3.5 tonnes),Battery Electric Vehicle,km,kg CO2e,0.07609
32133,Scope 3,Managed assets- vehicles,Managed vans,Average (up to 3.5 tonnes),Battery Electric Vehicle,km,kg CO2e,0.06976
32130,Scope 3,Managed assets- vehicles,Managed vans,Class I (up to 1.305 tonnes),Battery Electric Vehicle,km,kg CO2e of CO2 per unit,0.03759
32131,Scope 3,Managed assets- vehicles,Managed vans,Class II (1.305 to 1.74 tonnes),Battery Electric Vehicle,km,kg CO2e of CO2 per unit,0.05723
32132,Scope 3,Managed assets- vehicles,Managed vans,Class III (1.74 to 3.5 tonnes),Battery Electric Vehicle,km,kg CO2e of CO2 per unit,0.07533
32133,Scope 3,Managed assets- vehicles,Managed vans,Average (up to 3.5 tonnes),Battery Electric Vehicle,km,kg CO2e of CO2 per unit,0.06922
32130,Scope 3,Managed assets- vehicles,Managed vans,Class I (up to 1.305 tonnes),Battery Electric Vehicle,km,kg CO2e of CH4 per unit,0.00017
32131,Scope 3,Managed assets- vehicles,Managed vans,Class II (1.305 to 1.74 tonnes),Battery Electric Vehicle,km,kg CO2e of CH4 per unit,0.00022
32132,Scope 3,Managed assets- vehicles,Managed vans,Class III (1.74 to 3.5 tonnes),Battery Electric Vehicle,km,kg CO2e of CH4 per unit,0.00032
32133,Scope 3,Managed assets- vehicles,Managed vans,Average (up to 3.5 tonnes),Battery Electric Vehicle,km,kg CO2e of CH4 per unit,0.00022
32130,Scope 3,Managed assets- vehicles,Managed vans,Class I (up to 1.305 tonnes),Battery Electric Vehicle,km,kg CO2e of N2O per unit,0.00022
32131,Scope 3,Managed assets- vehicles,Managed vans,Class II (1.305 to 1.74 tonnes),Battery Electric Vehicle,km,kg CO2e of N2O per unit,0.00031
32132,Scope 3,Managed assets- vehicles,Managed vans,Class III (1.74 to 3.5 tonnes),Battery Electric Vehicle,km,kg CO2e of N2O per unit,0.00044
32133,Scope 3,Managed assets- vehicles,Managed vans,Average (up to 3.5 tonnes),Battery Electric Vehicle,km,kg CO2e of N2O per unit,0.00031
32140,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),0% Laden,km,kg CO2e,0.46138
32141,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),0% Laden,km,kg CO2e,0.55061
32142,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Rigid (>17 tonnes),0% Laden,km,kg CO2e,0.774
32143,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),All rigids,0% Laden,km,kg CO2e,0.67912
32144,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Articulated (>3.5 - 33t),0% Laden,km,kg CO2e,0.62775
32145,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Articulated (>33t),0% Laden,km,kg CO2e,0.64734
32146,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),All artics,0% Laden,km,kg CO2e,0.64659
32147,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),All HGVs,0% Laden,km,kg CO2e,0.65975
32140,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),0% Laden,km,kg CO2e of CO2 per unit,0.45595
32141,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),0% Laden,km,kg CO2e of CO2 per unit,0.54399
32142,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Rigid (>17 tonnes),0% Laden,km,kg CO2e of CO2 per unit,0.76318
32143,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),All rigids,0% Laden,km,kg CO2e of CO2 per unit,0.67005
32144,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Articulated (>3.5 - 33t),0% Laden,km,kg CO2e of CO2 per unit,0.61554
32145,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Articulated (>33t),0% Laden,km,kg CO2e of CO2 per unit,0.63282
32146,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),All artics,0% Laden,km,kg CO2e of CO2 per unit,0.63216
32147,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),All HGVs,0% Laden,km,kg CO2e of CO2 per unit,0.64764
32140,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),0% Laden,km,kg CO2e of CH4 per unit,0.00011
32141,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),0% Laden,km,kg CO2e of CH4 per unit,0.00013
32142,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Rigid (>17 tonnes),0% Laden,km,kg CO2e of CH4 per unit,0.00022
32143,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),All rigids,0% Laden,km,kg CO2e of CH4 per unit,0.00019
32144,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Articulated (>3.5 - 33t),0% Laden,km,kg CO2e of CH4 per unit,0.00012
32145,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Articulated (>33t),0% Laden,km,kg CO2e of CH4 per unit,0.00015
32146,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),All artics,0% Laden,km,kg CO2e of CH4 per unit,0.00015
32147,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),All HGVs,0% Laden,km,kg CO2e of CH4 per unit,0.00016
32140,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),0% Laden,km,kg CO2e of N2O per unit,0.00532
32141,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),0% Laden,km,kg CO2e of N2O per unit,0.00648
32142,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Rigid (>17 tonnes),0% Laden,km,kg CO2e of N2O per unit,0.01059
32143,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),All rigids,0% Laden,km,kg CO2e of N2O per unit,0.00888
32144,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Articulated (>3.5 - 33t),0% Laden,km,kg CO2e of N2O per unit,0.01209
32145,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Articulated (>33t),0% Laden,km,kg CO2e of N2O per unit,0.01438
32146,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),All artics,0% Laden,km,kg CO2e of N2O per unit,0.01428
32147,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),All HGVs,0% Laden,km,kg CO2e of N2O per unit,0.01195
32140,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),50% Laden,km,kg CO2e,0.50103
32141,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),50% Laden,km,kg CO2e,0.62832
32142,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Rigid (>17 tonnes),50% Laden,km,kg CO2e,0.94152
32143,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),All rigids,50% Laden,km,kg CO2e,0.80803
32144,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Articulated (>3.5 - 33t),50% Laden,km,kg CO2e,0.78163
32145,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Articulated (>33t),50% Laden,km,kg CO2e,0.85827
32146,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),All artics,50% Laden,km,kg CO2e,0.85536
32147,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),All HGVs,50% Laden,km,kg CO2e,0.83589
32140,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),50% Laden,km,kg CO2e of CO2 per unit,0.4956
32141,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),50% Laden,km,kg CO2e of CO2 per unit,0.6217
32142,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Rigid (>17 tonnes),50% Laden,km,kg CO2e of CO2 per unit,0.9307
32143,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),All rigids,50% Laden,km,kg CO2e of CO2 per unit,0.79896
32144,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Articulated (>3.5 - 33t),50% Laden,km,kg CO2e of CO2 per unit,0.76942
32145,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Articulated (>33t),50% Laden,km,kg CO2e of CO2 per unit,0.84375
32146,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),All artics,50% Laden,km,kg CO2e of CO2 per unit,0.84093
32147,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),All HGVs,50% Laden,km,kg CO2e of CO2 per unit,0.82378
32140,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),50% Laden,km,kg CO2e of CH4 per unit,0.00011
32141,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),50% Laden,km,kg CO2e of CH4 per unit,0.00013
32142,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Rigid (>17 tonnes),50% Laden,km,kg CO2e of CH4 per unit,0.00022
32143,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),All rigids,50% Laden,km,kg CO2e of CH4 per unit,0.00019
32144,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Articulated (>3.5 - 33t),50% Laden,km,kg CO2e of CH4 per unit,0.00012
32145,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Articulated (>33t),50% Laden,km,kg CO2e of CH4 per unit,0.00015
32146,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),All artics,50% Laden,km,kg CO2e of CH4 per unit,0.00015
32147,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),All HGVs,50% Laden,km,kg CO2e of CH4 per unit,0.00016
32140,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),50% Laden,km,kg CO2e of N2O per unit,0.00532
32141,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),50% Laden,km,kg CO2e of N2O per unit,0.00648
32142,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Rigid (>17 tonnes),50% Laden,km,kg CO2e of N2O per unit,0.01059
32143,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),All rigids,50% Laden,km,kg CO2e of N2O per unit,0.00888
32144,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Articulated (>3.5 - 33t),50% Laden,km,kg CO2e of N2O per unit,0.01209
32145,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Articulated (>33t),50% Laden,km,kg CO2e of N2O per unit,0.01438
32146,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),All artics,50% Laden,km,kg CO2e of N2O per unit,0.01428
32147,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),All HGVs,50% Laden,km,kg CO2e of N2O per unit,0.01195
32140,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),100% Laden,km,kg CO2e,0.54068
32141,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),100% Laden,km,kg CO2e,0.70603
32142,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Rigid (>17 tonnes),100% Laden,km,kg CO2e,1.10905
32143,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),All rigids,100% Laden,km,kg CO2e,0.93695
32144,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Articulated (>3.5 - 33t),100% Laden,km,kg CO2e,0.93552
32145,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Articulated (>33t),100% Laden,km,kg CO2e,1.06921
32146,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),All artics,100% Laden,km,kg CO2e,1.06414
32147,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),All HGVs,100% Laden,km,kg CO2e,1.01203
32140,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),100% Laden,km,kg CO2e of CO2 per unit,0.53525
32141,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),100% Laden,km,kg CO2e of CO2 per unit,0.69941
32142,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Rigid (>17 tonnes),100% Laden,km,kg CO2e of CO2 per unit,1.09823
32143,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),All rigids,100% Laden,km,kg CO2e of CO2 per unit,0.92788
32144,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Articulated (>3.5 - 33t),100% Laden,km,kg CO2e of CO2 per unit,0.92331
32145,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Articulated (>33t),100% Laden,km,kg CO2e of CO2 per unit,1.05469
32146,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),All artics,100% Laden,km,kg CO2e of CO2 per unit,1.04971
32147,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),All HGVs,100% Laden,km,kg CO2e of CO2 per unit,0.99992
32140,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),100% Laden,km,kg CO2e of CH4 per unit,0.00011
32141,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),100% Laden,km,kg CO2e of CH4 per unit,0.00013
32142,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Rigid (>17 tonnes),100% Laden,km,kg CO2e of CH4 per unit,0.00022
32143,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),All rigids,100% Laden,km,kg CO2e of CH4 per unit,0.00019
32144,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Articulated (>3.5 - 33t),100% Laden,km,kg CO2e of CH4 per unit,0.00012
32145,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Articulated (>33t),100% Laden,km,kg CO2e of CH4 per unit,0.00015
32146,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),All artics,100% Laden,km,kg CO2e of CH4 per unit,0.00015
32147,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),All HGVs,100% Laden,km,kg CO2e of CH4 per unit,0.00016
32140,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),100% Laden,km,kg CO2e of N2O per unit,0.00532
32141,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),100% Laden,km,kg CO2e of N2O per unit,0.00648
32142,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Rigid (>17 tonnes),100% Laden,km,kg CO2e of N2O per unit,0.01059
32143,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),All rigids,100% Laden,km,kg CO2e of N2O per unit,0.00888
32144,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Articulated (>3.5 - 33t),100% Laden,km,kg CO2e of N2O per unit,0.01209
32145,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Articulated (>33t),100% Laden,km,kg CO2e of N2O per unit,0.01438
32146,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),All artics,100% Laden,km,kg CO2e of N2O per unit,0.01428
32147,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),All HGVs,100% Laden,km,kg CO2e of N2O per unit,0.01195
32140,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),Average laden,km,kg CO2e,0.49548
32141,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),Average laden,km,kg CO2e,0.60501
32142,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Rigid (>17 tonnes),Average laden,km,kg CO2e,0.99156
32143,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),All rigids,Average laden,km,kg CO2e,0.83751
32144,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Articulated (>3.5 - 33t),Average laden,km,kg CO2e,0.78471
32145,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Articulated (>33t),Average laden,km,kg CO2e,0.93421
32146,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),All artics,Average laden,km,kg CO2e,0.92854
32147,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),All HGVs,Average laden,km,kg CO2e,0.89121
32140,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),Average laden,km,kg CO2e of CO2 per unit,0.49005
32141,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),Average laden,km,kg CO2e of CO2 per unit,0.59839
32142,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Rigid (>17 tonnes),Average laden,km,kg CO2e of CO2 per unit,0.98074
32143,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),All rigids,Average laden,km,kg CO2e of CO2 per unit,0.82844
32144,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Articulated (>3.5 - 33t),Average laden,km,kg CO2e of CO2 per unit,0.7725
32145,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Articulated (>33t),Average laden,km,kg CO2e of CO2 per unit,0.91969
32146,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),All artics,Average laden,km,kg CO2e of CO2 per unit,0.91411
32147,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),All HGVs,Average laden,km,kg CO2e of CO2 per unit,0.8791
32140,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),Average laden,km,kg CO2e of CH4 per unit,0.00011
32141,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),Average laden,km,kg CO2e of CH4 per unit,0.00013
32142,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Rigid (>17 tonnes),Average laden,km,kg CO2e of CH4 per unit,0.00022
32143,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),All rigids,Average laden,km,kg CO2e of CH4 per unit,0.00019
32144,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Articulated (>3.5 - 33t),Average laden,km,kg CO2e of CH4 per unit,0.00012
32145,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Articulated (>33t),Average laden,km,kg CO2e of CH4 per unit,0.00015
32146,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),All artics,Average laden,km,kg CO2e of CH4 per unit,0.00015
32147,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),All HGVs,Average laden,km,kg CO2e of CH4 per unit,0.00016
32140,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),Average laden,km,kg CO2e of N2O per unit,0.00532
32141,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),Average laden,km,kg CO2e of N2O per unit,0.00648
32142,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Rigid (>17 tonnes),Average laden,km,kg CO2e of N2O per unit,0.01059
32143,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),All rigids,Average laden,km,kg CO2e of N2O per unit,0.00888
32144,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Articulated (>3.5 - 33t),Average laden,km,kg CO2e of N2O per unit,0.01209
32145,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),Articulated (>33t),Average laden,km,kg CO2e of N2O per unit,0.01438
32146,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),All artics,Average laden,km,kg CO2e of N2O per unit,0.01428
32147,Scope 3,Managed assets- vehicles,Managed HGV (all diesel),All HGVs,Average laden,km,kg CO2e of N2O per unit,0.01195
32150,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),0% Laden,km,kg CO2e,0.54937
32151,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),0% Laden,km,kg CO2e,0.65559
32152,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Rigid (>17 tonnes),0% Laden,km,kg CO2e,0.92128
32153,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),All rigids,0% Laden,km,kg CO2e,0.80843
32154,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Articulated (>3.5 - 33t),0% Laden,km,kg CO2e,0.72566
32155,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Articulated (>33t),0% Laden,km,kg CO2e,0.748
32156,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),All artics,0% Laden,km,kg CO2e,0.74715
32157,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),All HGVs,0% Laden,km,kg CO2e,0.77175
32150,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),0% Laden,km,kg CO2e of CO2 per unit,0.54394
32151,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),0% Laden,km,kg CO2e of CO2 per unit,0.64897
32152,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Rigid (>17 tonnes),0% Laden,km,kg CO2e of CO2 per unit,0.91046
32153,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),All rigids,0% Laden,km,kg CO2e of CO2 per unit,0.79936
32154,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Articulated (>3.5 - 33t),0% Laden,km,kg CO2e of CO2 per unit,0.71345
32155,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Articulated (>33t),0% Laden,km,kg CO2e of CO2 per unit,0.73348
32156,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),All artics,0% Laden,km,kg CO2e of CO2 per unit,0.73272
32157,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),All HGVs,0% Laden,km,kg CO2e of CO2 per unit,0.75964
32150,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),0% Laden,km,kg CO2e of CH4 per unit,0.00011
32151,Scope 3,Managed assets- vehicles,Managed HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),0% Laden,km,kg CO2e of CH4 per unit,0.00013
